movie_id,title,year,genres,age
tt3416828,Ice Age: Collision Course,2016,"Action,Adventure,Animation",all
tt3447364,Detective Byomkesh Bakshy!,2015,"Crime,Drama,Mystery",18+
tt3451230,High Strung,2016,"Drama,Music,Romance",all
tt3451984,Another Time,2018,"Adventure,Comedy,Romance",18+
tt3458510,Dude,2018,"Comedy,Drama",18+
tt3460252,The Hateful Eight,2015,"Crime,Drama,Mystery",18+
tt3480886,Ma ma,2015,Drama,18+
tt3481000,Chocolate City,2015,Drama,18+
tt3481634,Inconceivable,2017,"Drama,Thriller",18+
tt3482000,A Thousand Junkies,2017,"Comedy,Drama",18+
tt3498820,Captain America: Civil War,2016,"Action,Sci-Fi",13+
tt3501632,Thor: Ragnarok,2017,"Action,Adventure,Comedy",13+
tt3503406,The Whole Truth,2016,"Crime,Drama,Mystery",18+
tt3507138,A Girl Like Grace,2015,Drama,13+
tt3511596,Close Range,2015,"Action,Crime,Thriller",18+
tt3521126,The Disaster Artist,2017,"Biography,Comedy,Drama",18+
tt3521164,Moana,2016,"Adventure,Animation,Comedy",7+
tt3547306,Cut Throat City,2020,"Action,Crime,Drama",18+
tt3553976,Captain Fantastic,2016,"Adventure,Comedy,Drama",18+
tt3567666,Stratton,2017,"Action,Adventure,Thriller",18+
tt3569230,Legend,2015,"Biography,Crime,Drama",18+
tt3588588,Backtrace,2018,"Crime,Drama,Thriller",18+
tt3606752,Cars 3,2017,"Adventure,Animation,Comedy",all
tt3606756,Incredibles 2,2018,"Action,Adventure,Animation",7+
tt3608930,In a Valley of Violence,2016,"Action,Drama,Western",18+
tt3610576,Hope Lost,2015,"Drama,Thriller",18+
tt3614530,Jem and the Holograms,2015,"Adventure,Drama,Family",7+
tt3620846,Happy Birthday,2016,"Comedy,Horror,Thriller",18+
tt3625516,MindGamers,2015,"Action,Sci-Fi,Thriller",18+
tt3650484,Brothers,2015,Documentary,13+
tt3654796,Creep 2,2017,"Horror,Thriller",18+
tt3660770,Monkey Kingdom,2015,Documentary,all
tt3661298,Septembers of Shiraz,2015,"Drama,History,Thriller",13+
tt3661394,The One and Only Ivan,2020,"Adventure,Comedy,Drama",7+
tt3672120,Pottersville,2017,Comedy,13+
tt3685236,Ibiza,2018,"Comedy,Romance",18+
tt3687398,The Runner,2015,Drama,18+
tt3691740,The BFG,2016,"Adventure,Family,Fantasy",7+
tt3700364,Marshall's Miracle,2015,Family,7+
tt3703836,Henry Gamble's Birthday Party,2015,Drama,18+
tt3704416,Digging for Fire,2015,"Comedy,Drama",18+
tt3707106,By the Sea,2015,"Drama,Romance",18+
tt3707114,Janis: Little Girl Blue,2015,"Biography,Documentary,Music",18+
tt3711510,The Warning,2018,"Crime,Drama,Fantasy",18+
tt3715320,Irrational Man,2015,"Comedy,Crime,Drama",18+
tt3721964,Gringo,2018,"Action,Comedy,Crime",18+
tt3722070,The Lady in the Van,2015,"Biography,Comedy,Drama",13+
tt3722614,Revolt,2017,"Action,Adventure,Sci-Fi",18+
tt3727982,Ava's Possessions,2015,"Comedy,Horror,Mystery",18+
tt3730510,Puerto Ricans in Paris,2015,"Comedy,Crime",18+
tt3732280,When Angels Sleep,2018,"Adventure,Drama,Horror",18+
tt3739110,The Yellow Birds,2017,"Drama,War",18+
tt3746298,Vendetta,2015,"Action,Drama",18+
tt3746824,Sheep & Wolves,2016,"Animation,Comedy,Family",all
tt3748172,Gerald's Game,2017,"Drama,Horror,Thriller",18+
tt3748440,Blue Mountain State: The Rise of Thadland,2016,"Comedy,Sport",18+
tt3748528,Rogue One: A Star Wars Story,2016,"Action,Adventure,Sci-Fi",13+
tt3748718,Ride the Thunder,2015,History,13+
tt3755362,Rendez-Vous,2015,"Drama,Romance",13+
tt3758172,Jungle,2017,"Adventure,Biography,Drama",18+
tt3766394,"Hello, My Name Is Doris",2015,"Comedy,Drama,Romance",18+
tt3767278,Bayou Caviar,2018,"Crime,Mystery,Thriller",18+
tt3771536,Shivaay,2016,"Action,Crime,Drama",13+
tt3774114,Snowden,2016,"Biography,Crime,Drama",18+
tt3774466,Ashby,2015,"Comedy,Crime,Drama",18+
tt3776826,Operation Avalanche,2016,"Comedy,Drama,Mystery",18+
tt3778354,Bear with Us,2016,Comedy,18+
tt3778644,Solo: A Star Wars Story,2018,"Action,Adventure,Sci-Fi",13+
tt3780500,Journey's End,2017,"Drama,War",18+
tt3799232,The Kissing Booth,2018,"Comedy,Romance",16+
tt3799694,The Nice Guys,2016,"Action,Comedy,Crime",18+
tt3802576,Brothers,2015,"Action,Drama,Sport",13+
tt3804756,Mothers of the Bride,2015,"Comedy,Drama",7+
tt3813310,Cop Car,2015,"Crime,Thriller",18+
tt3824412,Results,2015,"Comedy,Romance",18+
tt3829378,Stephanie,2017,"Horror,Mystery",18+
tt3833474,Never Let Go,2015,"Action,Drama,Thriller",18+
tt3833480,The Outpost,2019,"Action,Drama,History",18+
tt3835080,31,2016,"Horror,Thriller",18+
tt3846674,To All the Boys I've Loved Before,2018,"Comedy,Drama,Romance",13+
tt3859272,Tragedy Girls,2017,"Comedy,Crime,Horror",18+
tt3860092,Everything About Her,2016,"Comedy,Drama",7+
tt3864056,The Goldfinch,2019,"Crime,Drama,Mystery",18+
tt3892172,Leave No Trace,2018,"Adventure,Drama",7+
tt3896102,"Tad, the Lost Explorer, and the Secret of King Midas",2017,"Adventure,Animation,Comedy",7+
tt3896198,Guardians of the Galaxy Vol. 2,2017,"Action,Adventure,Comedy",13+
tt3907584,All the Bright Places,2020,"Drama,Romance",18+
tt3957956,12 Rounds 3: Lockdown,2015,"Action,Crime,Thriller",18+
tt3962984,The Black Prince,2017,"Drama,History",13+
tt3963816,Marauders,2016,"Action,Crime,Thriller",18+
tt3967856,Okja,2017,"Action,Adventure,Drama",13+
tt3967878,Illang: The Wolf Brigade,2018,"Action,Drama,Sci-Fi",18+
tt3972110,The Assault,2017,"Action,Thriller",18+
tt3977462,Full Out,2015,"Biography,Drama,Family",7+
tt3979300,Magic Camp,2020,"Comedy,Family,Fantasy",7+
tt3993886,All Day and a Night,2020,Drama,18+
tt4000956,Brother Nature,2016,Comedy,18+
tt4002772,Once I Was a Beehive,2015,"Comedy,Drama,Family",7+
tt4003440,The House That Jack Built,2018,"Crime,Drama,Horror",18+
tt4007558,Shaandaar,2015,"Comedy,Drama,Romance",13+
tt4008566,The Influence,2019,Horror,18+
tt4016934,The Handmaiden,2016,"Drama,Romance,Thriller",18+
tt4019560,Exposed,2016,"Crime,Drama,Mystery",18+
tt4034208,The Next Skin,2016,"Drama,Mystery,Thriller",18+
tt4034228,Manchester by the Sea,2016,Drama,18+
tt4034452,Hyena Road,2015,"Drama,War",18+
tt4052050,He's Out There,2018,"Horror,Thriller",18+
tt4068576,The Nightingale,2018,"Adventure,Drama,Thriller",18+
tt4072296,Ruta Madre,2019,"Comedy,Drama",13+
tt4083572,Urge,2016,"Drama,Horror,Mystery",18+
tt4086018,Charming,2018,"Adventure,Animation,Comedy",all
tt4102722,The Night Watchmen,2017,"Action,Comedy,Horror",18+
tt4106514,The Postcard Killings,2020,"Crime,Drama,Mystery",18+
tt4109632,A Million Happy Nows,2017,"Drama,Romance",16+
tt4110568,Dil Dhadakne Do,2015,"Comedy,Drama,Romance",13+
tt4111956,A World Away,2019,"Adventure,Fantasy",13+
tt4118606,The Curse of Sleeping Beauty,2016,"Fantasy,Horror,Mystery",16+
tt4126304,Cartel Land,2015,Documentary,18+
tt4126476,After,2019,"Drama,Romance",13+
tt4129428,Jagga Jasoos,2017,"Adventure,Comedy,Musical",7+
tt4136084,Florence Foster Jenkins,2016,"Biography,Comedy,Drama",13+
tt4139588,Polar,2019,"Action,Crime,Thriller",18+
tt4144190,Wiener-Dog,2016,"Comedy,Drama",18+
tt4144332,Deidra & Laney Rob a Train,2017,"Comedy,Crime,Drama",16+
tt4151192,The Condemned 2,2015,"Action,Thriller",18+
tt4154664,Captain Marvel,2019,"Action,Adventure,Sci-Fi",13+
tt4154756,Avengers: Infinity War,2018,"Action,Adventure,Sci-Fi",13+
tt4154796,Avengers: Endgame,2019,"Action,Adventure,Sci-Fi",13+
tt4172498,E19 Virus,2017,Horror,13+
tt4174926,Where Love Found Me,2016,"Action,Adventure,Drama",13+
tt4180290,Come Out Fighting,2016,"Crime,Drama,Sport",18+
tt4180560,Otherhood,2019,Comedy,18+
tt4181052,Special Correspondents,2016,Comedy,13+
tt4191054,Strange Magic,2015,"Adventure,Animation,Comedy",7+
tt4196848,Mr. Church,2016,"Comedy,Drama",13+
tt4205718,Intersect,2020,"Horror,Sci-Fi,Thriller",18+
tt4210080,The Confirmation,2016,"Adventure,Comedy,Drama",13+
tt4213806,Toro,2016,"Action,Crime,Drama",13+
tt4225622,The Babysitter,2017,"Comedy,Horror",18+
tt4230700,Complete Unknown,2016,"Drama,Mystery",18+
tt4257940,The Lost Husband,2020,"Drama,Romance",13+
tt4258698,Southside with You,2016,"Biography,Drama,History",13+
tt4266076,The Night Eats the World,2018,"Drama,Horror,Thriller",16+
tt4267026,Hell House LLC,2015,"Horror,Mystery",18+
tt4269118,Seven in Heaven,2018,"Drama,Horror,Mystery",13+
tt4270516,Grandma,2015,"Comedy,Drama",18+
tt4273292,Under the Shadow,2016,"Drama,Fantasy,Horror",13+
tt4293752,Gascoigne,2015,"Biography,Documentary,Sport",13+
tt4296186,An Inspector Calls,2015,"Comedy,Mystery",7+
tt4323594,I'm No Longer Here,2019,"Drama,Music",18+
tt4327752,Lady Bloodfight,2016,"Action,Crime,Drama",18+
tt4329242,Love Jacked,2018,"Comedy,Romance",13+
tt4332232,Fractured,2019,"Drama,Mystery,Thriller",18+
tt4333674,Hunterrr,2015,"Comedy,Romance",18+
tt4338154,Hawaizaada,2015,"Biography,Drama",7+
tt4341582,Queen of Katwe,2016,"Biography,Drama,Sport",7+
tt4353250,The Last Black Man in San Francisco,2019,Drama,18+
tt4354740,Dharam Sankat Mein,2015,Comedy,13+
tt4357394,Tau,2018,"Horror,Sci-Fi,Thriller",18+
tt4364194,The Peanut Butter Falcon,2019,"Adventure,Comedy,Drama",13+
tt4379728,Three,2016,"Action,Crime,Thriller",13+
tt4382824,Army of One,2016,"Biography,Comedy,Crime",18+
tt4384148,The Underground Sinema,2015,Comedy,18+
tt4397342,Cities of Last Things,2018,"Crime,Drama,Sci-Fi",18+
tt4400994,The Ballad of Lefty Brown,2017,"Action,Drama,Western",18+
tt4411584,The Secret: Dare to Dream,2020,"Drama,Romance",7+
tt4413338,Abzurdah,2015,"Biography,Drama,Romance",13+
tt4426464,Arctic Dogs,2019,"Adventure,Animation,Comedy",7+
tt4430136,Pyaar Ka Punchnama 2,2015,"Comedy,Drama,Romance",13+
tt4430212,Drishyam,2015,"Crime,Drama,Mystery",18+
tt4432804,Last Day of School,2016,Comedy,18+
tt4434004,Udta Punjab,2016,"Crime,Drama",18+
tt4442130,Wild Horses,2015,"Crime,Drama,Mystery",18+
tt4454078,Supercon,2018,"Action,Comedy",18+
tt4464394,The Gracefield Incident,2017,"Horror,Mystery,Sci-Fi",13+
tt4466894,Sahara,2017,"Adventure,Animation,Comedy",7+
tt4486728,Saved by Grace,2016,Drama,7+
tt4489160,You're My Boss,2015,"Comedy,Romance",7+
tt4497338,Interrogation,2016,"Action,Thriller",18+
tt4499228,Gehenna: Where Death Lives,2016,"Horror,Mystery,Thriller",18+
tt4500196,Two Wrongs,2015,Drama,16+
tt4503906,Pokémon the Movie: Hoopa and the Clash of Ages,2015,"Action,Adventure,Animation",7+
tt4513674,Café Society,2016,"Comedy,Drama,Romance",13+
tt4518260,Albion: The Enchanted Stallion,2016,"Action,Adventure,Comedy",7+
tt4520988,Frozen II,2019,"Adventure,Animation,Comedy",7+
tt4532818,Sophie and the Rising Sun,2016,Drama,18+
tt4535650,Dilwale,2015,"Action,Comedy,Drama",7+
tt4540710,Miss Sloane,2016,Drama,18+
tt4550098,Nocturnal Animals,2016,"Drama,Thriller",18+
tt4550420,My Blind Brother,2016,"Comedy,Drama,Romance",18+
tt4559006,Ae Dil Hai Mushkil,2016,"Drama,Musical,Romance",13+
tt4560008,This Beautiful Fantastic,2016,"Comedy,Drama,Romance",7+
tt4560436,Mile 22,2018,"Action,Crime,Thriller",18+
tt4565520,The Layover,2017,"Comedy,Romance",18+
tt4569494,No Place to Hide: The Rehtaeh Parsons Story,2015,"Crime,Documentary",13+
tt4572792,The Book of Henry,2017,"Crime,Drama,Thriller",13+
tt4573516,Sleight,2016,"Crime,Drama,Sci-Fi",18+
tt4574654,Beneath the Leaves,2019,Thriller,18+
tt4575576,Christopher Robin,2018,"Adventure,Comedy,Drama",7+
tt4575782,Prayer Never Fails,2016,Drama,7+
tt4578118,Rupture,2016,"Horror,Sci-Fi,Thriller",18+
tt4587366,Eliminators,2016,"Action,Thriller",18+
tt4594834,Chi-Raq,2015,"Comedy,Crime,Drama",18+
tt4594836,Darc,2018,"Action,Thriller",18+
tt4601180,730,2015,"Action,Crime,Drama",18+
tt4607228,Arctic Heart,2016,"Comedy,Drama,Romance",16+
tt4610378,The Resistance Banker,2018,"Biography,Drama,War",18+
tt4614612,Peterloo,2018,"Drama,History",13+
tt4616250,The Perfect Weapon,2016,"Action,Sci-Fi,Thriller",13+
tt4623856,Wolves,2016,"Comedy,Drama,Family",18+
tt4624424,Storks,2016,"Adventure,Animation,Comedy",7+
tt4628812,The Breakup Playlist,2015,"Drama,Music,Romance",7+
tt4629266,Born in China,2016,Documentary,all
tt4630444,Being Charlie,2015,"Drama,Romance",18+
tt4632316,Gleason,2016,"Biography,Documentary",18+
tt4633690,Shot Caller,2017,"Crime,Drama,Thriller",18+
tt4651410,Precious Cargo,2016,"Action,Comedy,Thriller",18+
tt4661798,Joshy,2016,"Comedy,Drama",18+
tt4662420,All Nighter,2017,"Comedy,Drama",18+
tt4666726,Christine,2016,"Biography,Drama",18+
tt4669186,Kevin Hart: What Now?,2016,"Comedy,Documentary",18+
tt4669264,Beirut,2018,"Action,Adventure,Crime",18+
tt4669296,Lords of Chaos,2018,"Biography,Drama,Horror",18+
tt4669986,Loving,2016,"Biography,Drama,Romance",13+
tt4677924,Woodshock,2017,"Drama,Fantasy,Mystery",18+
tt4678200,Judge Singh LLB,2015,Drama,all
tt4682786,Collateral Beauty,2016,"Drama,Romance",13+
tt4685554,The Snow Queen 3: Fire and Ice,2016,"Adventure,Animation,Comedy",7+
tt4685806,The Con is On,2018,"Comedy,Crime",18+
tt4686108,Love Beats Rhymes,2017,"Drama,Musical",18+
tt4686844,The Death of Stalin,2017,"Comedy,Drama,History",18+
tt4686862,Almost Adults,2016,"Comedy,Drama",16+
tt4687108,In the Tall Grass,2019,"Horror,Mystery,Sci-Fi",18+
tt4693358,OtherLife,2017,"Crime,Drama,Mystery",18+
tt4694544,Once Upon a Time in Venice,2017,"Adventure,Comedy,Crime",18+
tt4695012,It Comes at Night,2017,"Drama,Horror,Mystery",18+
tt4698684,Hunt for the Wilderpeople,2016,"Adventure,Comedy,Drama",13+
tt4703048,6 Days,2017,"Action,Drama,History",18+
tt4712076,The Long Dumb Road,2018,Comedy,18+
tt4729430,Klaus,2019,"Adventure,Animation,Comedy",7+
tt4733736,Double Daddy,2015,"Drama,Romance,Thriller",16+
tt4738360,The Last King,2016,"Action,Drama,History",18+
tt4742274,Forest Fairies,2015,"Adventure,Family,Fantasy",all
tt4743226,Air Strike,2018,"Action,Adventure,Drama",18+
tt4758646,War Machine,2017,"Comedy,Drama,War",18+
tt4762824,The Legacy of a Whitetail Deer Hunter,2018,"Comedy,Drama",16+
tt4763168,Kindergarten Cop 2,2016,"Action,Comedy",13+
tt4769824,In This Corner of the World,2016,"Animation,Drama,History",13+
tt4769836,The Do-Over,2016,"Action,Adventure,Comedy",18+
tt4776998,The Promise,2016,"Action,Adventure,Drama",13+
tt4777008,Maleficent: Mistress of Evil,2019,"Adventure,Drama,Family",7+
tt4786282,Lights Out,2016,"Horror,Mystery",13+
tt4796122,Satanic,2016,Horror,18+
tt4797436,Jack Goes Home,2016,"Drama,Horror,Mystery",18+
tt4799064,Mindhorn,2016,"Action,Adventure,Comedy",18+
tt4801232,In Search of Fellini,2017,"Adventure,Biography,Drama",18+
tt4807408,The Best of Enemies,2019,"Biography,Drama,History",13+
tt4815122,Time Trap,2017,"Action,Adventure,Mystery",18+
tt4824302,Mother's Day,2016,"Comedy,Drama,Romance",13+
tt4827558,High Life,2018,"Drama,Sci-Fi,Thriller",18+
tt4832248,What If It Works?,2017,"Comedy,Drama,Romance",18+
tt4837126,Love Everlasting,2016,"Drama,Romance",7+
tt4838334,The Fight Within,2016,"Action,Romance,Sport",13+
tt4842270,Beauty and the Bestie,2015,"Action,Comedy,Drama",16+
tt4842646,The Most Hated Woman in America,2017,"Biography,Drama,History",18+
tt4844148,Mia and the White Lion,2018,"Adventure,Drama,Family",7+
tt4846232,Good Time,2017,"Crime,Drama,Thriller",18+
tt4846340,Hidden Figures,2016,"Biography,Drama,History",7+
tt4853102,Batman: The Killing Joke,2016,"Action,Animation,Crime",18+
tt4855748,XOXO,2016,"Drama,Music",18+
tt4857264,The Invisible Guest,2016,"Crime,Drama,Mystery",18+
tt4858674,Stargirl,2020,"Comedy,Drama,Family",7+
tt4863386,Camino,2016,"Comedy,Crime",18+
tt4867110,Swiped,2018,"Comedy,Romance",16+
tt4872078,The Intervention,2016,"Comedy,Drama",18+
tt4876036,Olympia,2018,"Drama,Romance",16+
tt4878482,Dumplin',2018,"Comedy,Drama",13+
tt4882376,First They Killed My Father,2017,"Biography,Drama,History",18+
tt4898730,Temple,2017,"Adventure,Drama,Horror",18+
tt4900018,Keith Richards: Under the Influence,2015,"Documentary,Music",7+
tt4900716,Kapoor & Sons,2016,"Comedy,Drama,Family",13+
tt4902716,Rebirth,2016,Thriller,18+
tt4902904,The Resurrection of Gavin Stone,2017,"Comedy,Drama,Family",7+
tt4908644,Winter on Fire: Ukraine's Fight for Freedom,2015,"Documentary,History",16+
tt4911288,Danger Close,2017,"Action,Documentary,History",16+
tt4911408,Citizen Soldier,2016,"Documentary,War",18+
tt4911996,Goldstone,2016,"Action,Crime,Mystery",18+
tt4924942,The Invisible Guardian,2017,"Crime,Mystery,Thriller",16+
tt4925292,Lady Bird,2017,"Comedy,Drama",18+
tt4930176,Mercy,2016,"Drama,Mystery",all
tt4935334,Southbound,2015,Horror,18+
tt4935462,Amazing Grace,2018,"Documentary,Music",all
tt4935746,The Darkness,2016,Thriller,13+
tt4936176,Mascots,2016,Comedy,18+
tt4936450,Graduation,2016,"Crime,Drama",18+
tt4940416,Duck Duck Goose,2018,"Adventure,Animation,Comedy",7+
tt4943322,The Ottoman Lieutenant,2017,"Drama,History,War",18+
tt4943820,Once Is Enough,2020,Documentary,7+
tt4944352,Heneral Luna,2015,"Action,Biography,History",18+
tt4947738,Spirit of the Game,2016,Biography,7+
tt4948040,Emma's Chance,2016,"Drama,Family,Sport",7+
tt4952376,Brothers,2015,Documentary,13+
tt4971344,The Sisters Brothers,2018,"Drama,Western",18+
tt4971408,Await Further Instructions,2018,"Horror,Mystery,Sci-Fi",18+
tt4971824,Very Big Shot,2015,"Action,Crime,Drama",18+
tt4972062,Don't Think Twice,2016,"Comedy,Drama",18+
tt4974684,Kara Bela,2015,"Action,Adventure,Comedy",13+
tt4975920,The Kid,2019,"Biography,Drama,Western",18+
tt4978274,Priceless,2016,"Crime,Drama,Romance",13+
tt4981636,Middle School: The Worst Years of My Life,2016,"Comedy,Family",7+
tt4986098,The Titan,2018,"Drama,Mystery,Romance",18+
tt4986134,Rebel in the Rye,2017,"Biography,Drama,Romance",13+
tt4995776,The Red Sea Diving Resort,2019,"Drama,History,Thriller",18+
tt5000698,Marriage of Lies,2016,"Drama,Mystery,Thriller",7+
tt5001754,Braven,2018,"Action,Thriller",18+
tt5007774,A Box of Faith,2015,Family,all
tt5013782,Change in the Air,2018,Drama,7+
tt5022702,Hush,2016,"Horror,Thriller",18+
tt5028340,Mary Poppins Returns,2018,"Adventure,Comedy,Family",7+
tt5034122,Cruise,2018,"Drama,Romance",18+
tt5034266,Our Souls at Night,2017,"Drama,Romance",16+
tt5036924,The CEO,2016,"Drama,Mystery,Thriller",13+
tt5037840,Drunk Parents,2019,Comedy,18+
tt5061570,Hostile Border,2015,"Drama,Thriller",18+
tt5071886,Kabali,2016,"Action,Crime,Drama",18+
tt5074352,Dangal,2016,"Action,Biography,Drama",7+
tt5076150,Doubting Thomas,2018,Drama,18+
tt5085924,Wildling,2018,"Drama,Fantasy,Horror",18+
tt5093026,Papillon,2017,"Adventure,Biography,Crime",18+
tt5094192,Goyo: The Boy General,2018,"Action,Biography,History",16+
tt5095030,Ant-Man and the Wasp,2018,"Action,Adventure,Comedy",13+
tt5096470,Love Wedding Repeat,2020,"Comedy,Romance",18+
tt5104604,Isle of Dogs,2018,"Adventure,Animation,Comedy",13+
tt5108476,Befikre,2016,"Comedy,Drama,Romance",13+
tt5112692,Secrets,2017,Drama,13+
tt5114154,The Keeping Hours,2017,"Drama,Fantasy,Horror",13+
tt5115546,Ghost Team,2016,"Comedy,Thriller",13+
tt5116302,Togo,2019,"Adventure,Biography,Drama",7+
tt5117484,Frat Star,2017,"Comedy,Drama",18+
tt5122374,Tini: The New Life of Violetta,2016,"Adventure,Family,Music",all
tt5126540,Black Box,2020,"Sci-Fi,Thriller",16+
tt5128826,The Alchemist Cookbook,2016,"Comedy,Drama,Horror",18+
tt5140248,The Beginning of Life,2016,"Documentary,Family",all
tt5143704,Green is Gold,2016,"Crime,Drama",18+
tt5153236,Hampstead,2017,"Comedy,Drama,Romance",13+
tt5155780,The Discovery,2017,"Drama,Romance,Sci-Fi",18+
tt5156746,Force 2,2016,"Action,Thriller",7+
tt5163286,Jeremiah Tower: The Last Magnificent,2016,"Biography,Documentary",18+
tt5168832,After Porn Ends 2,2017,Documentary,18+
tt5176486,Grandma's House,2016,Drama,7+
tt5176580,Wild Nights with Emily,2018,"Comedy,History",13+
tt5179598,Billionaire Boys Club,2018,"Biography,Drama,Thriller",18+
tt5186714,The Salesman,2016,"Drama,Thriller",13+
tt5197544,Baar Baar Dekho,2016,"Drama,Romance,Sci-Fi",7+
tt5205210,Strange Weather,2016,Drama,18+
tt5206260,The Willoughbys,2020,"Adventure,Animation,Comedy",7+
tt5207116,X: Past Is Present,2015,"Drama,Mystery,Romance",13+
tt5207846,The First Secret City,2015,Documentary,7+
tt5208216,Wonderstruck,2017,"Adventure,Drama,Mystery",7+
tt5208252,Operation Finale,2018,"Biography,Drama,History",13+
tt5215952,The Wailing,2016,"Drama,Horror",18+
tt5222768,White Fang,2018,"Adventure,Animation,Drama",7+
tt5224012,Kiss and Cry,2017,"Biography,Drama,Music",13+
tt5246700,How It Ends,2018,"Action,Drama,Horror",18+
tt5246902,Blood Brother,2018,"Action,Crime,Drama",18+
tt5247022,Paterson,2016,"Comedy,Drama,Romance",18+
tt5254610,Final Score,2018,"Action,Adventure,Drama",18+
tt5259822,Tesla,2020,"Biography,Drama",13+
tt5260026,The Wedding Party,2016,"Comedy,Romance",13+
tt5266668,Rogue Warfare,2019,"Action,War",18+
tt5267472,Step Sisters,2018,Comedy,13+
tt5268348,Generation Wealth,2018,Documentary,18+
tt5275828,Lo and Behold: Reveries of the Connected World,2016,Documentary,13+
tt5275866,Norman Lear: Just Another Version of You,2016,"Biography,Documentary,History",13+
tt5278462,Author: The JT LeRoy Story,2016,"Biography,Documentary",18+
tt5278506,Tickled,2016,"Crime,Documentary,Mystery",18+
tt5281700,Heartbeats,2017,"Comedy,Drama,Music",7+
tt5294518,Eli,2019,"Drama,Horror,Mystery",18+
tt5297578,Zindagi Kitni Haseen Hay,2016,"Adventure,Drama,Romance",all
tt5304992,Set It Up,2018,"Comedy,Romance",16+
tt5305246,93 Days,2016,Drama,7+
tt5316540,Close,2019,"Action,Drama,Thriller",18+
tt5317732,The Little Prince,2015,Documentary,7+
tt5323662,A Silent Voice: The Movie,2016,"Animation,Drama",13+
tt5325684,Hate Story IV,2018,"Crime,Drama,Thriller",18+
tt5330986,Wild Prairie Rose,2016,"Drama,Family",13+
tt5335314,One Step Behind the Seraphim,2017,Drama,13+
tt5339586,Mike Epps: Don't Take It Personal,2015,Comedy,18+
tt5340882,Zoombies,2016,"Action,Adventure,Comedy",16+
tt5344794,Sniper: Special Ops,2016,"Action,Thriller,War",18+
tt5360996,Mary Magdalene,2018,"Biography,Drama,History",18+
tt5371168,The Extraordinary Journey of the Fakir,2018,"Adventure,Comedy,Drama",all
tt5377564,U Turn,2016,"Crime,Horror,Mystery",18+
tt5397194,Anon,2018,"Crime,Mystery,Sci-Fi",18+
tt5427194,The Miracle Season,2018,"Drama,Sport",7+
tt5439796,Logan Lucky,2017,"Action,Comedy,Crime",13+
tt5442456,24 Hours to Live,2017,"Action,Sci-Fi,Thriller",18+
tt5442884,Hope Dances,2017,Family,7+
tt5451244,The Motive,2017,"Comedy,Crime,Drama",18+
tt5451640,Secrets of Deception,2017,"Action,Crime,Drama",18+
tt5456546,Judwaa 2,2017,"Action,Comedy,Romance",16+
tt5457484,Cabin 28,2017,Horror,18+
tt5460548,Corporate,2017,"Drama,Thriller",13+
tt5462602,The Big Sick,2017,"Comedy,Drama,Romance",18+
tt5467554,Daphne,2017,"Comedy,Drama",18+
tt5472374,Meri Pyaari Bindu,2017,"Comedy,Drama,Romance",7+
tt5474042,Half Girlfriend,2017,"Drama,Romance",7+
tt5474644,My Little Pony: Equestria Girls - Legend of Everfree,2016,"Animation,Comedy,Family",all
tt5478478,Hostiles,2017,"Drama,Western",18+
tt5501104,Border,2018,"Crime,Drama,Fantasy",18+
tt5510970,Bill Frisell: A Portrait,2017,Documentary,18+
tt5512872,Be Somebody,2016,"Comedy,Drama,Romance",7+
tt5519340,Bright,2017,"Action,Fantasy,Thriller",18+
tt5519566,The First Monday in May,2016,Documentary,13+
tt5521550,Dirty 30,2016,Comedy,13+
tt5523010,The Nutcracker and the Four Realms,2018,"Adventure,Family,Fantasy",7+
tt5524630,The Brave,2019,"Action,Crime,Thriller",18+
tt5536610,Private Life,2018,"Comedy,Drama",18+
tt5539054,You Get Me,2017,"Crime,Drama,Mystery",18+
tt5541002,Pachamama,2018,"Adventure,Animation,Family",7+
tt5541240,To the Bone,2017,Drama,18+
tt5556054,Four Kids and It,2020,"Family,Fantasy",7+
tt5565254,Wetlands,2017,"Crime,Drama,Thriller",18+
tt5566790,A Futile and Stupid Gesture,2018,"Biography,Comedy",18+
tt5577494,Clemency,2019,Drama,18+
tt5579356,Dogged,2017,Horror,18+
tt5579982,Apple of My Eye,2017,"Drama,Family",7+
tt5580390,The Shape of Water,2017,"Drama,Fantasy,Romance",18+
tt5580392,Amateur,2018,"Drama,Sport",18+
tt5580536,Arsenal,2017,"Action,Crime,Thriller",18+
tt5588416,2Eleven,2015,Action,18+
tt5592248,The Beguiled,2017,"Drama,History,Thriller",18+
tt5595168,Kingsglaive: Final Fantasy XV,2016,"Action,Adventure,Animation",13+
tt5598110,In the Shadow of Iris,2016,"Drama,Thriller",18+
tt5598216,Team Foxcatcher,2016,"Biography,Crime,Documentary",16+
tt5598292,Polaroid,2019,"Drama,Horror,Mystery",13+
tt5610626,Dragonheart: Battle for the Heartfire,2017,"Action,Adventure,Drama",13+
tt5616176,2 Hearts,2020,"Drama,Romance",13+
tt5616294,Spinning Man,2018,"Drama,Mystery,Thriller",18+
tt5622412,Black Water,2018,"Action,Drama,Thriller",18+
tt5629084,Superpower Dogs,2019,Documentary,all
tt5629524,Beyond the Edge,2018,"Action,Adventure,Fantasy",13+
tt5638642,The Ritual,2017,"Horror,Mystery,Thriller",18+
tt5639898,Social Animals,2018,Comedy,18+
tt5640450,ARQ,2016,"Action,Sci-Fi,Thriller",18+
