movie_id,title,year,genres,imdb_rating,rotten_tomatoes,age
tt2950052,Bravetown,2015,"Drama,Music",6.1,57,18+
tt2950418,Greater,2016,"Biography,Family,Sport",7.3,65,7+
tt2962984,Girlfriend's Day,2017,"Comedy,Drama",5.2,53,18+
tt2967226,Killing Hasselhoff,2017,Comedy,4.5,50,18+
tt2978102,Term Life,2016,"Action,Adventure,Crime",5.6,59,18+
tt2980210,A Hologram for the King,2016,"Comedy,Drama,Romance",6.1,67,18+
tt2990126,100 Streets,2016,"Crime,Drama",5.8,57,18+
tt2990140,The Christmas Chronicles,2018,"Adventure,Comedy,Family",7.0,84,7+
tt3009772,Ode to Joy,2019,"Comedy,Romance",6.4,61,18+
tt3014078,Shangri-La Suite,2016,"Action,Crime,Drama",5.2,49,16+
tt3016748,Jacob's Ladder,2019,"Horror,Thriller",3.6,51,18+
tt3018070,Stonewall,2015,"Drama,History",5.4,57,18+
tt30216076,Chhota Bheem Ka Roosi Romanch,2019,Animation,7.8,12,all
tt3038708,Iron Sky: The Coming Race,2019,"Action,Adventure,Comedy",5.0,58,18+
tt3053228,Day of the Dead: Bloodline,2017,"Action,Drama,Horror",3.5,52,18+
tt3065204,The Conjuring 2,2016,"Horror,Mystery,Thriller",7.3,81,18+
tt3068194,Love & Friendship,2016,"Comedy,Drama,Romance",6.4,65,13+
tt3072482,Hardcore Henry,2015,"Action,Adventure,Sci-Fi",6.7,73,18+
tt3074546,Casual Encounters,2016,Comedy,4.4,45,18+
tt3077214,Suffragette,2015,"Drama,History",6.9,69,13+
tt3082854,The Commune,2016,Drama,6.4,59,18+
tt3083008,The Program,2015,"Biography,Drama,Sport",6.5,65,13+
tt3089630,Artemis Fowl,2020,"Adventure,Family,Fantasy",4.3,60,7+
tt3095734,Monster Trucks,2016,"Action,Adventure,Comedy",5.7,65,7+
tt3100274,Manhattan Night,2016,"Crime,Drama,Mystery",6.2,62,18+
tt3111426,Lost Girls,2020,"Crime,Drama,Mystery",6.2,65,18+
tt3120280,Sierra Burgess Is a Loser,2018,"Comedy,Drama,Romance",5.7,64,13+
tt3120960,A Hitman in London,2015,"Action,Crime",3.9,47,18+
tt3131050,Delirium,2018,"Horror,Thriller",3.4,62,18+
tt3148502,Tamasha,2015,"Comedy,Drama,Romance",7.4,64,7+
tt3155328,Win It All,2017,Comedy,6.2,72,18+
tt3155342,All Together Now,2020,"Drama,Romance",6.5,59,7+
tt3164256,Rock the Kasbah,2015,"Comedy,Music,War",5.5,58,18+
tt3174376,Before I Wake,2016,"Drama,Fantasy,Horror",6.2,78,13+
tt3183402,Veronica,2017,"Drama,Mystery,Thriller",5.9,81,18+
tt3201640,Extinction,2018,"Action,Drama,Sci-Fi",5.8,74,18+
tt3203528,Bad Samaritan,2018,"Crime,Drama,Horror",6.5,67,18+
tt3203606,Trumbo,2015,"Biography,Drama",7.4,75,18+
tt3203620,The Dinner,2017,"Crime,Drama,Thriller",4.5,54,18+
tt3208026,Black '47,2018,"Action,Drama,History",6.8,64,18+
tt3216348,Incarnate,2016,"Horror,Thriller",5.3,61,13+
tt3228088,Spark: A Space Tail,2016,"Action,Adventure,Animation",4.4,48,7+
tt3233418,Spare Parts,2015,"Biography,Drama,History",7.2,66,13+
tt3234084,I Do... Until I Don't,2017,Comedy,4.4,52,18+
tt3236120,I'll See You in My Dreams,2015,"Comedy,Drama,Romance",6.7,60,13+
tt3255590,El Camino Christmas,2017,"Comedy,Crime,Western",5.7,59,18+
tt3256226,IO,2019,"Adventure,Drama,Sci-Fi",4.8,59,13+
tt3260524,A Secret Love,2020,"Biography,Documentary,Drama",7.8,87,18+
tt3278540,A Nice Girl Like You,2020,"Comedy,Romance",5.2,56,18+
tt3282076,Domino,2019,"Crime,Thriller",4.5,55,18+
tt3292080,The Journey Is the Destination,2016,Drama,6.4,49,18+
tt3311020,Be Afraid,2017,"Horror,Sci-Fi,Thriller",4.8,52,16+
tt3316948,American Ultra,2015,"Action,Comedy",6.1,72,18+
tt3317234,"Game Over, Man!",2018,"Action,Comedy",5.5,63,18+
tt3317696,There Is Many Like Us,2015,"Biography,Documentary,Drama",7.8,47,13+
tt3319920,Regression,2015,"Crime,Drama,Mystery",5.6,64,18+
tt3322892,XX,2017,Horror,4.6,57,18+
tt3322898,Baby Steps,2015,"Comedy,Drama,Family",5.9,46,18+
tt3332064,Pan,2015,"Action,Adventure,Comedy",5.7,66,7+
tt3335606,Berlin Syndrome,2017,"Drama,Horror,Mystery",6.3,67,18+
tt3340446,Storm Boy,2019,"Drama,Family",6.9,59,7+
tt3349578,Bad Kids of Crestview Academy,2017,"Action,Comedy,Thriller",4.7,51,18+
tt3375972,The Price of Fame,2017,Documentary,5.5,45,7+
tt3379352,Mully,2015,"Adventure,Biography,Documentary",8.3,51,7+
tt3385516,X-Men: Apocalypse,2016,"Action,Adventure,Sci-Fi",6.8,80,13+
tt3401748,Oddball,2015,"Adventure,Family",6.5,60,7+
tt3405236,Raees,2017,"Action,Crime,Drama",6.6,73,18+
tt3410408,Rocky Handsome,2016,"Action,Crime,Drama",6.8,58,18+
tt3411444,Ferdinand,2017,"Adventure,Animation,Comedy",6.7,72,7+
tt3415992,The Time of Their Lives,2017,Comedy,6.1,51,16+
tt3416532,A Monster Calls,2016,"Adventure,Drama,Family",7.4,76,13+
tt3416828,Ice Age: Collision Course,2016,"Action,Adventure,Animation",5.7,69,all
tt3447364,Detective Byomkesh Bakshy!,2015,"Crime,Drama,Mystery",7.6,64,18+
tt3451230,High Strung,2016,"Drama,Music,Romance",6.3,63,all
tt3451984,Another Time,2018,"Adventure,Comedy,Romance",4.6,48,18+
tt3458510,Dude,2018,"Comedy,Drama",5.2,53,18+
tt3460252,The Hateful Eight,2015,"Crime,Drama,Mystery",7.8,85,18+
tt3480886,Ma ma,2015,Drama,6.4,57,18+
tt3481000,Chocolate City,2015,Drama,4.0,45,18+
tt3481634,Inconceivable,2017,"Drama,Thriller",5.2,59,18+
tt3482000,A Thousand Junkies,2017,"Comedy,Drama",6.1,44,18+
tt3498820,Captain America: Civil War,2016,"Action,Sci-Fi",7.8,86,13+
tt3501632,Thor: Ragnarok,2017,"Action,Adventure,Comedy",7.9,86,13+
tt3503406,The Whole Truth,2016,"Crime,Drama,Mystery",6.2,67,18+
tt3507138,A Girl Like Grace,2015,Drama,5.6,50,13+
tt3511596,Close Range,2015,"Action,Crime,Thriller",5.1,47,18+
tt3521126,The Disaster Artist,2017,"Biography,Comedy,Drama",7.3,78,18+
tt3521164,Moana,2016,"Adventure,Animation,Comedy",7.6,83,7+
tt3547306,Cut Throat City,2020,"Action,Crime,Drama",4.9,53,18+
tt3553976,Captain Fantastic,2016,"Adventure,Comedy,Drama",7.8,82,18+
tt3567666,Stratton,2017,"Action,Adventure,Thriller",4.8,57,18+
tt3569230,Legend,2015,"Biography,Crime,Drama",6.9,75,18+
tt3588588,Backtrace,2018,"Crime,Drama,Thriller",3.8,52,18+
tt3606752,Cars 3,2017,"Adventure,Animation,Comedy",6.7,76,all
tt3606756,Incredibles 2,2018,"Action,Adventure,Animation",7.5,83,7+
tt3608930,In a Valley of Violence,2016,"Action,Drama,Western",6.1,63,18+
tt3610576,Hope Lost,2015,"Drama,Thriller",3.9,50,18+
tt3614530,Jem and the Holograms,2015,"Adventure,Drama,Family",4.2,55,7+
tt3620846,Happy Birthday,2016,"Comedy,Horror,Thriller",5.2,50,18+
tt3625516,MindGamers,2015,"Action,Sci-Fi,Thriller",3.6,45,18+
tt3650484,Brothers,2015,Documentary,7.6,54,13+
tt3654796,Creep 2,2017,"Horror,Thriller",6.4,67,18+
tt3660770,Monkey Kingdom,2015,Documentary,7.2,61,all
tt3661298,Septembers of Shiraz,2015,"Drama,History,Thriller",6.2,55,13+
tt3661394,The One and Only Ivan,2020,"Adventure,Comedy,Drama",6.6,67,7+
tt3672120,Pottersville,2017,Comedy,5.5,52,13+
tt3685236,Ibiza,2018,"Comedy,Romance",5.2,67,18+
tt3687398,The Runner,2015,Drama,4.7,54,18+
tt3691740,The BFG,2016,"Adventure,Family,Fantasy",6.3,72,7+
tt3700364,Marshall's Miracle,2015,Family,5.7,43,7+
tt3703836,Henry Gamble's Birthday Party,2015,Drama,6.1,57,18+
tt3704416,Digging for Fire,2015,"Comedy,Drama",5.8,58,18+
tt3707106,By the Sea,2015,"Drama,Romance",5.3,59,18+
tt3707114,Janis: Little Girl Blue,2015,"Biography,Documentary,Music",7.4,62,18+
tt3711510,The Warning,2018,"Crime,Drama,Fantasy",5.9,57,18+
tt3715320,Irrational Man,2015,"Comedy,Crime,Drama",6.6,69,18+
tt3721964,Gringo,2018,"Action,Comedy,Crime",6.1,65,18+
tt3722070,The Lady in the Van,2015,"Biography,Comedy,Drama",6.7,68,13+
tt3722614,Revolt,2017,"Action,Adventure,Sci-Fi",5.3,59,18+
tt3727982,Ava's Possessions,2015,"Comedy,Horror,Mystery",5.6,55,18+
tt3730510,Puerto Ricans in Paris,2015,"Comedy,Crime",5.4,50,18+
tt3732280,When Angels Sleep,2018,"Adventure,Drama,Horror",5.5,52,18+
tt3739110,The Yellow Birds,2017,"Drama,War",5.8,56,18+
tt3746298,Vendetta,2015,"Action,Drama",4.7,51,18+
tt3746824,Sheep & Wolves,2016,"Animation,Comedy,Family",5.8,55,all
tt3748172,Gerald's Game,2017,"Drama,Horror,Thriller",6.5,88,18+
tt3748440,Blue Mountain State: The Rise of Thadland,2016,"Comedy,Sport",5.7,58,18+
tt3748528,Rogue One: A Star Wars Story,2016,"Action,Adventure,Sci-Fi",7.8,85,13+
tt3748718,Ride the Thunder,2015,History,6.6,51,13+
tt3755362,Rendez-Vous,2015,"Drama,Romance",5.6,58,13+
tt3758172,Jungle,2017,"Adventure,Biography,Drama",6.7,74,18+
tt3766394,"Hello, My Name Is Doris",2015,"Comedy,Drama,Romance",6.6,65,18+
tt3767278,Bayou Caviar,2018,"Crime,Mystery,Thriller",4.6,49,18+
tt3771536,Shivaay,2016,"Action,Crime,Drama",6.1,60,13+
tt3774114,Snowden,2016,"Biography,Crime,Drama",7.3,78,18+
tt3774466,Ashby,2015,"Comedy,Crime,Drama",6.4,62,18+
tt3776826,Operation Avalanche,2016,"Comedy,Drama,Mystery",6.1,60,18+
tt3778354,Bear with Us,2016,Comedy,6.7,44,18+
tt3778644,Solo: A Star Wars Story,2018,"Action,Adventure,Sci-Fi",6.9,79,13+
tt3780500,Journey's End,2017,"Drama,War",6.7,62,18+
tt3799232,The Kissing Booth,2018,"Comedy,Romance",5.9,73,16+
tt3799694,The Nice Guys,2016,"Action,Comedy,Crime",7.4,81,18+
tt3802576,Brothers,2015,"Action,Drama,Sport",6.4,54,13+
tt3804756,Mothers of the Bride,2015,"Comedy,Drama",5.0,39,7+
tt3813310,Cop Car,2015,"Crime,Thriller",6.3,65,18+
tt3824412,Results,2015,"Comedy,Romance",5.5,56,18+
tt3829378,Stephanie,2017,"Horror,Mystery",5.8,59,18+
tt3833474,Never Let Go,2015,"Action,Drama,Thriller",5.3,47,18+
tt3833480,The Outpost,2019,"Action,Drama,History",6.9,71,18+
tt3835080,31,2016,"Horror,Thriller",5.1,64,18+
tt3846674,To All the Boys I've Loved Before,2018,"Comedy,Drama,Romance",7.0,94,13+
tt3859272,Tragedy Girls,2017,"Comedy,Crime,Horror",6.0,62,18+
tt3860092,Everything About Her,2016,"Comedy,Drama",7.3,52,7+
tt3864056,The Goldfinch,2019,"Crime,Drama,Mystery",6.4,67,18+
tt3892172,Leave No Trace,2018,"Adventure,Drama",7.1,76,7+
tt3896102,"Tad, the Lost Explorer, and the Secret of King Midas",2017,"Adventure,Animation,Comedy",6.2,57,7+
tt3896198,Guardians of the Galaxy Vol. 2,2017,"Action,Adventure,Comedy",7.6,85,13+
tt3907584,All the Bright Places,2020,"Drama,Romance",6.6,67,18+
tt3957956,12 Rounds 3: Lockdown,2015,"Action,Crime,Thriller",5.1,56,18+
tt3962984,The Black Prince,2017,"Drama,History",5.7,55,13+
tt3963816,Marauders,2016,"Action,Crime,Thriller",5.5,64,18+
tt3967856,Okja,2017,"Action,Adventure,Drama",7.3,92,13+
tt3967878,Illang: The Wolf Brigade,2018,"Action,Drama,Sci-Fi",5.9,60,18+
tt3972110,The Assault,2017,"Action,Thriller",3.6,38,18+
tt3977462,Full Out,2015,"Biography,Drama,Family",6.3,60,7+
tt3979300,Magic Camp,2020,"Comedy,Family,Fantasy",6.3,59,7+
tt3993886,All Day and a Night,2020,Drama,6.0,64,18+
tt4000956,Brother Nature,2016,Comedy,4.9,48,18+
tt4002772,Once I Was a Beehive,2015,"Comedy,Drama,Family",6.2,53,7+
tt4003440,The House That Jack Built,2018,"Crime,Drama,Horror",6.8,73,18+
tt4007558,Shaandaar,2015,"Comedy,Drama,Romance",3.7,45,13+
tt4008566,The Influence,2019,Horror,4.6,46,18+
tt4016934,The Handmaiden,2016,"Drama,Romance,Thriller",8.1,81,18+
tt4019560,Exposed,2016,"Crime,Drama,Mystery",4.4,57,18+
tt4034208,The Next Skin,2016,"Drama,Mystery,Thriller",6.1,49,18+
tt4034228,Manchester by the Sea,2016,Drama,7.8,81,18+
tt4034452,Hyena Road,2015,"Drama,War",6.5,61,18+
tt4052050,He's Out There,2018,"Horror,Thriller",5.3,58,18+
tt4068576,The Nightingale,2018,"Adventure,Drama,Thriller",7.3,71,18+
tt4072296,Ruta Madre,2019,"Comedy,Drama",4.6,40,13+
tt4083572,Urge,2016,"Drama,Horror,Mystery",4.3,54,18+
tt4086018,Charming,2018,"Adventure,Animation,Comedy",5.6,56,all
tt4102722,The Night Watchmen,2017,"Action,Comedy,Horror",5.4,54,18+
tt4106514,The Postcard Killings,2020,"Crime,Drama,Mystery",5.8,63,18+
tt4109632,A Million Happy Nows,2017,"Drama,Romance",6.5,49,16+
tt4110568,Dil Dhadakne Do,2015,"Comedy,Drama,Romance",7.1,59,13+
tt4111956,A World Away,2019,"Adventure,Fantasy",3.9,47,13+
tt4118606,The Curse of Sleeping Beauty,2016,"Fantasy,Horror,Mystery",4.3,53,16+
tt4126304,Cartel Land,2015,Documentary,7.3,69,18+
tt4126476,After,2019,"Drama,Romance",5.3,71,13+
tt4129428,Jagga Jasoos,2017,"Adventure,Comedy,Musical",6.4,71,7+
tt4136084,Florence Foster Jenkins,2016,"Biography,Comedy,Drama",6.8,69,13+
tt4139588,Polar,2019,"Action,Crime,Thriller",6.3,73,18+
tt4144190,Wiener-Dog,2016,"Comedy,Drama",5.9,67,18+
tt4144332,Deidra & Laney Rob a Train,2017,"Comedy,Crime,Drama",6.0,65,16+
tt4151192,The Condemned 2,2015,"Action,Thriller",4.2,49,18+
tt4154664,Captain Marvel,2019,"Action,Adventure,Sci-Fi",6.7,81,13+
tt4154756,Avengers: Infinity War,2018,"Action,Adventure,Sci-Fi",8.4,90,13+
tt4154796,Avengers: Endgame,2019,"Action,Adventure,Sci-Fi",8.4,90,13+
tt4172498,E19 Virus,2017,Horror,2.8,39,13+
tt4174926,Where Love Found Me,2016,"Action,Adventure,Drama",5.7,38,13+
tt4180290,Come Out Fighting,2016,"Crime,Drama,Sport",7.6,46,18+
tt4180560,Otherhood,2019,Comedy,6.1,65,18+
tt4181052,Special Correspondents,2016,Comedy,5.9,56,13+
tt4191054,Strange Magic,2015,"Adventure,Animation,Comedy",5.8,62,7+
tt4196848,Mr. Church,2016,"Comedy,Drama",7.6,73,13+
tt4205718,Intersect,2020,"Horror,Sci-Fi,Thriller",3.5,53,18+
tt4210080,The Confirmation,2016,"Adventure,Comedy,Drama",6.4,59,13+
tt4213806,Toro,2016,"Action,Crime,Drama",5.9,52,13+
tt4225622,The Babysitter,2017,"Comedy,Horror",6.4,71,18+
tt4230700,Complete Unknown,2016,"Drama,Mystery",5.4,56,18+
tt4257940,The Lost Husband,2020,"Drama,Romance",6.1,59,13+
tt4258698,Southside with You,2016,"Biography,Drama,History",6.3,63,13+
tt4266076,The Night Eats the World,2018,"Drama,Horror,Thriller",6.0,65,16+
tt4267026,Hell House LLC,2015,"Horror,Mystery",6.4,65,18+
tt4269118,Seven in Heaven,2018,"Drama,Horror,Mystery",5.4,53,13+
tt4270516,Grandma,2015,"Comedy,Drama",6.7,66,18+
tt4273292,Under the Shadow,2016,"Drama,Fantasy,Horror",6.8,68,13+
tt4293752,Gascoigne,2015,"Biography,Documentary,Sport",7.0,56,13+
tt4296186,An Inspector Calls,2015,"Comedy,Mystery",4.9,68,7+
tt4323594,I'm No Longer Here,2019,"Drama,Music",7.3,61,18+
tt4327752,Lady Bloodfight,2016,"Action,Crime,Drama",5.6,55,18+
tt4329242,Love Jacked,2018,"Comedy,Romance",5.9,58,13+
tt4332232,Fractured,2019,"Drama,Mystery,Thriller",6.5,73,18+
tt4333674,Hunterrr,2015,"Comedy,Romance",7.0,57,18+
tt4338154,Hawaizaada,2015,"Biography,Drama",5.5,46,7+
tt4341582,Queen of Katwe,2016,"Biography,Drama,Sport",7.4,68,7+
tt4353250,The Last Black Man in San Francisco,2019,Drama,7.2,70,18+
tt4354740,Dharam Sankat Mein,2015,Comedy,6.3,53,13+
tt4357394,Tau,2018,"Horror,Sci-Fi,Thriller",5.8,67,18+
tt4364194,The Peanut Butter Falcon,2019,"Adventure,Comedy,Drama",7.6,78,13+
tt4379728,Three,2016,"Action,Crime,Thriller",5.9,62,13+
tt4382824,Army of One,2016,"Biography,Comedy,Crime",5.2,58,18+
tt4384148,The Underground Sinema,2015,Comedy,4.1,39,18+
tt4397342,Cities of Last Things,2018,"Crime,Drama,Sci-Fi",6.3,52,18+
tt4400994,The Ballad of Lefty Brown,2017,"Action,Drama,Western",6.3,60,18+
tt4411584,The Secret: Dare to Dream,2020,"Drama,Romance",6.6,64,7+
tt4413338,Abzurdah,2015,"Biography,Drama,Romance",5.4,52,13+
tt4426464,Arctic Dogs,2019,"Adventure,Animation,Comedy",4.9,51,7+
tt4430136,Pyaar Ka Punchnama 2,2015,"Comedy,Drama,Romance",7.2,63,13+
tt4430212,Drishyam,2015,"Crime,Drama,Mystery",8.2,72,18+
tt4432804,Last Day of School,2016,Comedy,2.8,38,18+
tt4434004,Udta Punjab,2016,"Crime,Drama",7.7,80,18+
tt4442130,Wild Horses,2015,"Crime,Drama,Mystery",4.8,53,18+
tt4454078,Supercon,2018,"Action,Comedy",3.7,45,18+
tt4464394,The Gracefield Incident,2017,"Horror,Mystery,Sci-Fi",4.2,53,13+
tt4466894,Sahara,2017,"Adventure,Animation,Comedy",5.5,53,7+
tt4486728,Saved by Grace,2016,Drama,5.8,45,7+
tt4489160,You're My Boss,2015,"Comedy,Romance",6.3,51,7+
tt4497338,Interrogation,2016,"Action,Thriller",4.9,50,18+
tt4499228,Gehenna: Where Death Lives,2016,"Horror,Mystery,Thriller",4.9,50,18+
tt4500196,Two Wrongs,2015,Drama,7.3,44,16+
tt4503906,Pokémon the Movie: Hoopa and the Clash of Ages,2015,"Action,Adventure,Animation",5.9,55,7+
tt4513674,Café Society,2016,"Comedy,Drama,Romance",6.6,69,13+
tt4518260,Albion: The Enchanted Stallion,2016,"Action,Adventure,Comedy",5.3,51,7+
tt4520988,Frozen II,2019,"Adventure,Animation,Comedy",6.8,78,7+
tt4532818,Sophie and the Rising Sun,2016,Drama,6.7,52,18+
tt4535650,Dilwale,2015,"Action,Comedy,Drama",5.1,57,7+
tt4540710,Miss Sloane,2016,Drama,7.5,76,18+
tt4550098,Nocturnal Animals,2016,"Drama,Thriller",7.4,81,18+
tt4550420,My Blind Brother,2016,"Comedy,Drama,Romance",6.1,56,18+
tt4559006,Ae Dil Hai Mushkil,2016,"Drama,Musical,Romance",5.9,59,13+
tt4560008,This Beautiful Fantastic,2016,"Comedy,Drama,Romance",6.9,65,7+
tt4560436,Mile 22,2018,"Action,Crime,Thriller",6.1,72,18+
tt4565520,The Layover,2017,"Comedy,Romance",4.8,59,18+
tt4569494,No Place to Hide: The Rehtaeh Parsons Story,2015,"Crime,Documentary",7.3,45,13+
tt4572792,The Book of Henry,2017,"Crime,Drama,Thriller",6.6,70,13+
tt4573516,Sleight,2016,"Crime,Drama,Sci-Fi",5.9,63,18+
tt4574654,Beneath the Leaves,2019,Thriller,4.5,48,18+
tt4575576,Christopher Robin,2018,"Adventure,Comedy,Drama",7.2,75,7+
tt4575782,Prayer Never Fails,2016,Drama,5.1,35,7+
tt4578118,Rupture,2016,"Horror,Sci-Fi,Thriller",4.9,58,18+
tt4587366,Eliminators,2016,"Action,Thriller",5.6,61,18+
tt4594834,Chi-Raq,2015,"Comedy,Crime,Drama",5.9,60,18+
tt4594836,Darc,2018,"Action,Thriller",5.8,51,18+
tt4601180,730,2015,"Action,Crime,Drama",7.6,48,18+
tt4607228,Arctic Heart,2016,"Comedy,Drama,Romance",5.2,44,16+
tt4610378,The Resistance Banker,2018,"Biography,Drama,War",6.9,82,18+
tt4614612,Peterloo,2018,"Drama,History",6.5,60,13+
tt4616250,The Perfect Weapon,2016,"Action,Sci-Fi,Thriller",2.9,46,13+
tt4623856,Wolves,2016,"Comedy,Drama,Family",5.7,55,18+
tt4624424,Storks,2016,"Adventure,Animation,Comedy",6.8,73,7+
tt4628812,The Breakup Playlist,2015,"Drama,Music,Romance",6.5,39,7+
tt4629266,Born in China,2016,Documentary,7.2,60,all
tt4630444,Being Charlie,2015,"Drama,Romance",6.2,58,18+
tt4632316,Gleason,2016,"Biography,Documentary",8.3,63,18+
tt4633690,Shot Caller,2017,"Crime,Drama,Thriller",7.3,75,18+
tt4651410,Precious Cargo,2016,"Action,Comedy,Thriller",4.6,58,18+
tt4661798,Joshy,2016,"Comedy,Drama",5.9,59,18+
tt4662420,All Nighter,2017,"Comedy,Drama",5.8,59,18+
tt4666726,Christine,2016,"Biography,Drama",6.9,65,18+
tt4669186,Kevin Hart: What Now?,2016,"Comedy,Documentary",6.0,62,18+
tt4669264,Beirut,2018,"Action,Adventure,Crime",6.5,66,18+
tt4669296,Lords of Chaos,2018,"Biography,Drama,Horror",6.6,64,18+
tt4669986,Loving,2016,"Biography,Drama,Romance",7.0,70,13+
tt4677924,Woodshock,2017,"Drama,Fantasy,Mystery",4.2,48,18+
tt4678200,Judge Singh LLB,2015,Drama,7.3,44,all
tt4682786,Collateral Beauty,2016,"Drama,Romance",6.8,75,13+
tt4685554,The Snow Queen 3: Fire and Ice,2016,"Adventure,Animation,Comedy",6.0,54,7+
tt4685806,The Con is On,2018,"Comedy,Crime",3.8,52,18+
tt4686108,Love Beats Rhymes,2017,"Drama,Musical",5.4,51,18+
tt4686844,The Death of Stalin,2017,"Comedy,Drama,History",7.3,75,18+
tt4686862,Almost Adults,2016,"Comedy,Drama",5.6,59,16+
tt4687108,In the Tall Grass,2019,"Horror,Mystery,Sci-Fi",5.5,66,18+
tt4693358,OtherLife,2017,"Crime,Drama,Mystery",6.2,65,18+
tt4694544,Once Upon a Time in Venice,2017,"Adventure,Comedy,Crime",5.3,63,18+
tt4695012,It Comes at Night,2017,"Drama,Horror,Mystery",6.1,72,18+
tt4698684,Hunt for the Wilderpeople,2016,"Adventure,Comedy,Drama",7.8,80,13+
tt4703048,6 Days,2017,"Action,Drama,History",6.2,65,18+
tt4712076,The Long Dumb Road,2018,Comedy,6.1,56,18+
tt4729430,Klaus,2019,"Adventure,Animation,Comedy",8.2,78,7+
tt4733736,Double Daddy,2015,"Drama,Romance,Thriller",5.8,51,16+
tt4738360,The Last King,2016,"Action,Drama,History",6.1,60,18+
tt4742274,Forest Fairies,2015,"Adventure,Family,Fantasy",5.7,41,all
tt4743226,Air Strike,2018,"Action,Adventure,Drama",3.2,50,18+
tt4758646,War Machine,2017,"Comedy,Drama,War",6.0,69,18+
tt4762824,The Legacy of a Whitetail Deer Hunter,2018,"Comedy,Drama",5.5,56,16+
tt4763168,Kindergarten Cop 2,2016,"Action,Comedy",4.4,55,13+
tt4769824,In This Corner of the World,2016,"Animation,Drama,History",7.8,68,13+
tt4769836,The Do-Over,2016,"Action,Adventure,Comedy",5.7,66,18+
tt4776998,The Promise,2016,"Action,Adventure,Drama",6.1,68,13+
tt4777008,Maleficent: Mistress of Evil,2019,"Adventure,Drama,Family",6.6,76,7+
tt4786282,Lights Out,2016,"Horror,Mystery",6.3,74,13+
tt4796122,Satanic,2016,Horror,3.7,51,18+
tt4797436,Jack Goes Home,2016,"Drama,Horror,Mystery",5.1,53,18+
tt4799064,Mindhorn,2016,"Action,Adventure,Comedy",6.3,66,18+
tt4801232,In Search of Fellini,2017,"Adventure,Biography,Drama",6.2,53,18+
tt4807408,The Best of Enemies,2019,"Biography,Drama,History",7.3,70,13+
tt4815122,Time Trap,2017,"Action,Adventure,Mystery",6.2,68,18+
tt4824302,Mother's Day,2016,"Comedy,Drama,Romance",5.7,69,13+
tt4827558,High Life,2018,"Drama,Sci-Fi,Thriller",5.7,68,18+
tt4832248,What If It Works?,2017,"Comedy,Drama,Romance",5.5,45,18+
tt4837126,Love Everlasting,2016,"Drama,Romance",6.3,54,7+
tt4838334,The Fight Within,2016,"Action,Romance,Sport",4.4,46,13+
tt4842270,Beauty and the Bestie,2015,"Action,Comedy,Drama",4.9,45,16+
tt4842646,The Most Hated Woman in America,2017,"Biography,Drama,History",6.1,55,18+
tt4844148,Mia and the White Lion,2018,"Adventure,Drama,Family",6.5,60,7+
tt4846232,Good Time,2017,"Crime,Drama,Thriller",7.3,77,18+
tt4846340,Hidden Figures,2016,"Biography,Drama,History",7.8,83,7+
tt4853102,Batman: The Killing Joke,2016,"Action,Animation,Crime",6.4,70,18+
tt4855748,XOXO,2016,"Drama,Music",5.3,57,18+
tt4857264,The Invisible Guest,2016,"Crime,Drama,Mystery",8.0,83,18+
tt4858674,Stargirl,2020,"Comedy,Drama,Family",6.2,74,7+
tt4863386,Camino,2016,"Comedy,Crime",6.9,47,18+
tt4867110,Swiped,2018,"Comedy,Romance",2.8,48,16+
tt4872078,The Intervention,2016,"Comedy,Drama",6.0,58,18+
tt4876036,Olympia,2018,"Drama,Romance",6.3,46,16+
tt4878482,Dumplin',2018,"Comedy,Drama",6.5,83,13+
tt4882376,First They Killed My Father,2017,"Biography,Drama,History",7.2,67,18+
tt4898730,Temple,2017,"Adventure,Drama,Horror",3.7,52,18+
tt4900018,Keith Richards: Under the Influence,2015,"Documentary,Music",7.1,58,7+
tt4900716,Kapoor & Sons,2016,"Comedy,Drama,Family",7.7,84,13+
tt4902716,Rebirth,2016,Thriller,5.0,50,18+
tt4902904,The Resurrection of Gavin Stone,2017,"Comedy,Drama,Family",6.3,55,7+
tt4908644,Winter on Fire: Ukraine's Fight for Freedom,2015,"Documentary,History",8.3,89,16+
tt4911288,Danger Close,2017,"Action,Documentary,History",4.4,44,16+
tt4911408,Citizen Soldier,2016,"Documentary,War",5.9,51,18+
tt4911996,Goldstone,2016,"Action,Crime,Mystery",6.6,61,18+
tt4924942,The Invisible Guardian,2017,"Crime,Mystery,Thriller",6.4,65,16+
tt4925292,Lady Bird,2017,"Comedy,Drama",7.4,81,18+
tt4930176,Mercy,2016,"Drama,Mystery",6.2,37,all
tt4935334,Southbound,2015,Horror,5.9,64,18+
tt4935462,Amazing Grace,2018,"Documentary,Music",7.5,64,all
tt4935746,The Darkness,2016,Thriller,5.6,59,13+
tt4936176,Mascots,2016,Comedy,5.8,57,18+
tt4936450,Graduation,2016,"Crime,Drama",7.3,72,18+
tt4940416,Duck Duck Goose,2018,"Adventure,Animation,Comedy",5.8,53,7+
tt4943322,The Ottoman Lieutenant,2017,"Drama,History,War",6.4,64,18+
tt4943820,Once Is Enough,2020,Documentary,6.8,48,7+
tt4944352,Heneral Luna,2015,"Action,Biography,History",7.3,63,18+
tt4947738,Spirit of the Game,2016,Biography,5.3,42,7+
