movie_id,title,year,genres,imdb_rating
tt10106604,Passage to Real Immunity,2018,Documentary,7.5
tt10106812,Einstein and Hawking: Unlocking the Universe,2019,Documentary,7.8
tt10107208,Copper Mountains,2018,Documentary,7.2
tt10107222,Cocoon,2020,"Drama,Romance",6.6
tt10107410,Music of the Lord of the Rings,2019,Documentary,7.3
tt10107868,In a New York Minute,2019,Drama,6.7
tt10108074,Common Creed,2019,"Crime,Drama",7.0
tt10108358,The Past Is Never Dead,2019,Documentary,6.5
tt10108544,Always a Bridesmaid,2019,"Comedy,Romance",5.7
tt10109262,Leaving Neverland: Take Two,2019,Documentary,6.7
tt10109752,Felts Field,2019,"Horror,Mystery,Sci-Fi",3.0
tt10109980,O' Une histoire de famille,2019,Documentary,7.6
tt10110022,Enchanted Feather,2020,"Family,Fantasy",4.7
tt10110180,Little Miss Period,2019,"Comedy,Drama",6.0
tt10110614,Apples,2020,"Comedy,Drama,Sci-Fi",6.8
tt10110872,2177: The San Francisco Love Hacker Crimes,2019,Sci-Fi,1.4
tt10111180,Millennium Bugs,2020,Comedy,6.4
tt10111182,Island,2019,Drama,7.5
tt10111404,Face Off 4: The Walking Guest,2019,"Comedy,Horror",5.3
tt10111568,Smile Please,2019,Drama,7.1
tt10111580,He Drives at Night,2019,Horror,4.0
tt10111746,Between Heaven and Earth,2019,Drama,6.7
tt10112466,Peppa Pig: Festival of Fun,2019,"Animation,Family",4.4
tt10115316,Rat Park,2019,Documentary,7.3
tt10115436,Korea: The Never-Ending War,2019,Documentary,7.7
tt10115562,On a Magical Night,2019,Comedy,6.0
tt10115638,A mano disarmata,2019,"Crime,Drama",6.0
tt10115644,Ragmork,2019,"Drama,Horror,Thriller",4.8
tt10115840,Europe in Chaos,2019,Documentary,6.9
tt10116478,Rose and Tulip,2019,Romance,6.3
tt10116488,You Tell Me,2019,"Comedy,Drama",6.2
tt10117046,Zygote,2017,"Comedy,Drama",7.1
tt10117402,I'm Livin' It,2019,Drama,6.4
tt10117768,My Little Sister,2020,Drama,6.8
tt10118134,Face Off,2015,"Action,Comedy",4.9
tt10120830,Cuando cierro los ojos,2019,Documentary,7.4
tt10121022,Freie Räume,2019,Documentary,8.5
tt10121110,The Art of Dying Far Away,2020,Drama,6.4
tt10121372,Roger Waters - Us + Them,2019,"Documentary,Music",8.2
tt10121508,Test Pattern,2019,"Drama,Thriller",6.4
tt10121762,Uriyadi 2,2019,Thriller,7.0
tt10122042,Kingdom Men Rising,2019,Documentary,8.5
tt10122334,Sur la peau,2019,Drama,6.2
tt10122392,Incitement,2019,Thriller,7.1
tt10122486,I Need You Dead!,2020,"Comedy,Horror",6.6
tt10122618,Gondi,2020,Drama,6.7
tt10123698,Miss,2020,"Comedy,Drama",6.4
tt10123970,Mother's Child,2020,Drama,8.2
tt10124442,About Him or How He Did Not Fear the Bear,2019,Drama,6.8
tt10124714,A Frenchman,2019,"Drama,History",6.7
tt10125574,The Illegal Film,2019,Documentary,7.2
tt10125578,Change in the Family,2018,Documentary,7.8
tt10125662,Chhalawa,2019,"Comedy,Drama,Family",3.0
tt10125774,Mens,2019,Drama,6.6
tt10125830,The Search: Manufacturing Belief,2019,Documentary,7.2
tt10125972,Shadows of Sofia,2019,Documentary,5.2
tt10125986,Up to You,2018,Romance,3.9
tt10126136,Tribal Get Out Alive,2020,"Action,Horror,Thriller",3.9
tt10126434,Scare Me,2020,"Comedy,Horror",5.7
tt10126628,Lost in Love,2019,Drama,5.8
tt10126780,Kazka staroho melnyka,2020,Family,7.0
tt10127410,Stolen Identity 2,2020,"Drama,Mystery,Thriller",4.6
tt10127546,The Lehman Trilogy,2019,Drama,8.9
tt10127562,Dragon Quest: Your Story,2019,"Action,Adventure,Animation",6.5
tt10127684,Rogue City,2020,"Action,Crime,Drama",6.1
tt10127708,Valley of the Dead,2020,"Action,Comedy,Horror",5.8
